70,60.38,63.38,39.88,60.0
71,59.94,65.31,39.88,60.0
72,59.56,67.19,39.81,60.0
73,59.81,68.75,39.81,60.0
74,60.63,69.37,39.81,60.0
75,61.69,69.31,39.75,60.0
76,62.25,68.87,39.69,60.0
77,62.38,68.31,39.69,60.0
78,62.19,67.56,39.63,60.0
79,61.88,66.81,39.69,60.0
80,61.5,66.0,39.69,60.0
81,61.06,65.25,39.63,60.0
82,60.63,64.56,39.56,60.0
83,60.25,63.81,39.56,60.0
84,59.81,63.5,39.63,60.0
85,59.44,64.31,39.63,60.0
86,59.63,65.56,39.56,60.0
87,60.44,67.12,39.63,60.0
88,61.44,68.75,39.56,60.0
89,62.0,70.44,39.5,60.0
90,62.13,72.12,39.5,60.0
91,61.94,73.75,39.5,60.0
92,61.63,75.31,39.5,60.0
93,61.25,76.44,39.38,60.0
94,60.81,76.69,39.38,60.0
95,60.38,76.31,39.38,60.0
96,59.94,75.62,39.38,60.0
97,59.56,74.75,39.38,60.0
98,59.75,73.75,39.38,60.0
99,60.56,72.75,39.38,60.0
100,61.56,71.69,39.38,70.0
101,62.19,70.69,39.31,70.0
102,62.88,69.75,39.31,70.0
103,63.88,68.87,39.31,70.0
104,65.0,68.06,39.31,70.0
105,66.19,67.25,39.31,70.0
106,67.31,66.87,39.31,70.0
107,68.44,67.5,39.38,70.0
108,69.5,68.69,39.38,70.0
109,70.5,70.12,39.38,70.0
110,71.44,71.69,39.38,70.0
111,71.81,73.31,39.44,70.0
112,71.62,74.87,39.44,70.0
113,71.19,76.12,39.44,70.0
114,70.56,76.5,39.5,70.0
115,69.87,76.19,39.56,70.0
116,69.25,75.62,39.63,70.0
117,69.12,74.81,39.69,70.0
118,69.5,73.94,39.75,70.0
119,70.19,72.94,39.81,70.0
120,71.0,72.0,39.81,70.0
121,71.25,71.06,39.81,70.0
122,71.12,70.12,39.88,70.0
123,70.69,69.25,39.88,70.0
124,70.19,68.44,39.94,70.0
125,69.56,67.69,40.0,70.0
126,68.94,67.0,40.06,70.0
127,68.94,66.69,40.19,70.0
128,69.31,67.37,40.25,70.0
129,70.06,68.56,40.25,70.0
130,70.87,70.06,40.25,70.0
131,71.19,71.69,40.31,70.0
132,71.06,73.31,40.31,70.0
133,70.69,74.94,40.38,70.0
134,70.19,76.25,40.31,70.0
135,69.62,76.62,40.38,70.0
136,69.06,76.37,40.44,70.0
137,69.06,75.81,40.5,70.0
138,69.5,75.0,40.5,70.0
139,70.25,74.12,40.56,70.0
140,71.06,73.19,40.63,70.0
141,71.44,72.19,40.56,70.0
142,71.31,71.25,40.63,70.0
143,71.0,70.37,40.63,70.0
144,70.5,69.5,40.69,70.0
145,70.0,68.69,40.69,70.0
146,69.44,67.94,40.75,70.0
147,69.37,67.25,40.81,70.0
148,69.87,66.94,40.81,70.0
149,70.56,67.62,40.88,70.0
150,71.37,68.81,40.88,70.0
151,71.75,70.31,40.88,70.0
152,71.62,71.94,40.94,70.0
153,71.31,73.56,40.94,70.0
154,70.81,75.25,41.0,70.0
155,70.25,76.81,41.06,70.0
156,69.69,78.31,41.06,70.0
157,69.06,79.75,41.13,70.0
158,69.06,81.12,41.13,70.0
159,69.56,82.31,41.19,70.0
160,70.31,83.5,41.19,70.0
161,71.12,84.62,41.19,70.0
162,71.5,85.37,41.19,70.0
163,71.44,85.31,41.19,70.0
164,71.12,84.69,41.19,70.0
165,70.62,83.75,41.19,70.0
166,70.12,82.62,41.25,70.0
167,69.5,81.37,41.31,70.0
168,68.94,80.19,41.31,70.0
169,69.0,79.0,41.44,70.0
170,69.5,77.81,41.38,70.0
171,70.25,76.69,41.44,70.0
172,71.12,75.62,41.44,70.0
173,71.5,74.94,41.44,70.0
174,71.44,75.31,41.44,70.0
175,71.19,76.19,41.5,70.0
176,70.69,77.37,41.5,70.0
177,70.19,78.69,41.56,70.0
178,69.62,80.06,41.56,70.0
179,69.06,81.5,41.56,70.0
180,69.06,82.81,41.56,70.0
181,69.56,84.12,41.56,70.0
182,70.31,85.06,41.63,70.0
183,71.19,85.19,41.63,70.0
184,71.56,84.69,41.56,70.0
185,71.5,83.94,41.63,70.0
186,71.19,82.94,41.56,70.0
187,70.75,81.81,41.63,70.0
188,70.25,80.69,41.63,70.0
189,69.69,79.56,41.63,70.0
190,69.12,78.44,41.69,70.0
191,69.06,77.37,41.75,70.0
192,69.62,76.37,41.75,70.0
193,70.37,75.75,41.81,70.0
194,71.25,76.06,41.75,70.0
195,71.62,76.94,41.81,70.0
196,71.56,78.12,41.81,70.0
197,71.25,79.44,41.81,70.0
198,70.81,80.87,41.81,70.0
199,70.31,82.25,41.88,70.0
200,69.75,83.62,41.94,80.0
201,69.12,84.94,41.94,80.0
202,69.19,85.94,41.88,80.0
203,69.69,86.06,41.94,80.0
204,70.5,85.56,41.94,80.0
205,71.37,84.81,41.94,80.0
206,72.31,83.81,41.94,80.0
207,73.31,82.69,41.94,80.0
208,74.25,81.56,41.94,80.0
209,75.12,80.44,42.0,80.0
210,76.0,79.31,42.0,80.0
211,76.87,78.25,41.94,80.0
212,77.62,77.25,42.0,80.0
213,78.37,76.31,42.06,80.0
214,79.06,75.69,42.06,80.0
215,79.75,76.06,42.13,80.0
216,80.44,77.0,42.19,80.0
217,81.0,78.19,42.25,80.0
218,81.12,79.56,42.31,80.0
219,80.87,80.94,42.38,80.0
220,80.31,82.37,42.44,80.0
221,79.69,83.75,42.5,80.0
222,79.0,85.06,42.56,80.0
223,78.69,86.12,42.63,80.0
224,78.81,86.25,42.75,80.0
225,79.19,85.81,42.81,80.0
226,79.62,85.31,42.88,80.0
227,80.19,85.5,42.94,80.0
228,80.75,86.0,43.06,80.0
229,80.94,86.81,43.06,80.0
230,80.75,87.69,43.13,80.0
231,80.31,88.69,43.25,80.0
232,79.69,89.62,43.31,80.0
233,79.12,90.62,43.38,80.0
234,78.87,91.56,43.44,80.0
235,79.0,92.44,43.56,80.0
236,79.37,93.25,43.63,80.0
237,79.87,93.81,43.63,80.0
238,80.5,93.62,43.69,80.0
239,81.12,92.87,43.75,80.0
240,81.31,91.81,43.75,80.0
241,81.12,90.56,43.81,80.0
242,80.75,89.31,43.88,80.0
243,80.19,87.94,43.88,80.0
244,79.56,86.62,44.0,80.0
245,78.94,85.37,44.06,80.0
246,78.69,84.44,44.13,80.0
247,78.87,84.44,44.19,80.0
248,79.25,85.0,44.25,80.0
249,79.81,85.87,44.25,80.0
250,80.37,86.94,44.31,80.0
251,81.0,88.06,44.31,80.0
252,81.31,89.19,44.38,80.0
253,81.12,90.37,44.38,80.0
254,80.81,91.44,44.44,80.0
255,80.25,92.5,44.5,80.0
256,79.62,93.5,44.56,80.0
257,79.0,94.19,44.56,80.0
258,78.81,94.12,44.63,80.0
259,79.0,93.5,44.69,80.0
260,79.44,92.56,44.75,80.0
261,80.0,91.37,44.75,80.0
262,80.62,90.12,44.81,80.0
263,81.31,88.81,44.81,80.0
264,81.56,87.56,44.81,80.0
265,81.44,86.31,44.81,80.0
266,81.06,85.12,44.88,80.0
267,80.56,84.31,44.94,80.0
268,80.0,84.37,45.0,80.0
269,79.37,85.0,45.0,80.0
270,79.12,86.0,45.06,80.0
271,79.31,87.12,45.13,80.0
272,79.75,88.37,45.13,80.0
273,80.31,89.56,45.19,80.0
274,80.94,90.75,45.19,80.0
275,81.19,91.87,45.19,80.0
276,81.06,93.0,45.19,80.0
277,80.69,94.0,45.25,80.0
278,80.19,94.75,45.19,80.0
279,79.62,94.69,45.25,80.0
280,79.0,94.06,45.25,80.0
281,78.81,93.19,45.38,80.0
282,79.0,92.0,45.38,80.0
283,79.5,90.81,45.44,80.0
284,80.12,89.5,45.44,80.0
285,80.75,88.25,45.44,80.0
286,81.0,87.0,45.44,80.0
287,80.94,85.81,45.44,80.0
288,80.56,85.0,45.5,80.0
289,80.06,85.12,45.5,80.0
290,79.5,85.75,45.56,80.0
291,78.94,86.75,45.56,80.0
292,78.69,87.87,45.63,80.0
293,78.94,89.06,45.63,80.0
294,79.44,90.31,45.63,80.0
295,80.0,91.44,45.63,80.0
296,80.69,92.62,45.69,80.0
297,81.37,93.69,45.69,80.0
298,81.69,94.69,45.69,80.0
299,81.56,95.69,45.75,80.0
300,81.19,96.56,45.75,90.0
301,80.75,97.44,45.75,90.0
302,80.56,98.19,45.81,90.0
303,80.81,98.94,45.81,90.0
304,81.25,99.62,45.81,90.0
305,81.81,100.31,45.88,90.0
306,82.44,100.94,45.88,90.0
307,83.06,101.5,45.94,90.0
308,83.69,102.06,45.94,90.0
309,84.37,102.62,45.94,90.0
310,85.0,103.19,46.0,90.0
311,85.56,103.69,46.0,90.0
312,86.19,104.19,46.06,90.0
313,86.75,104.62,46.06,90.0
314,87.31,105.12,46.19,90.0
315,87.81,105.56,46.19,90.0
316,88.31,106.06,46.25,90.0
317,88.81,106.44,46.31,90.0
318,89.31,106.87,46.38,90.0
319,89.75,107.31,46.44,90.0
320,90.19,107.69,46.5,90.0
321,90.62,108.06,46.63,90.0
322,90.69,108.44,46.69,90.0
323,90.37,108.81,46.75,90.0
324,89.81,109.19,46.81,90.0
325,89.19,109.56,46.88,90.0
326,88.81,109.94,47.0,90.0
327,88.75,110.25,47.13,90.0
328,88.94,110.56,47.19,90.0
329,89.19,110.87,47.25,90.0
330,89.56,111.19,47.31,90.0
331,90.0,111.5,47.38,90.0
332,90.44,111.81,47.44,90.0
333,90.87,112.12,47.5,90.0
334,91.0,112.37,47.56,90.0
335,90.75,112.62,47.63,90.0
336,90.25,112.94,47.69,90.0
337,89.69,113.25,47.75,90.0
338,89.0,113.5,47.81,90.0
339,88.69,113.81,47.94,90.0
340,88.69,113.94,48.0,90.0
341,88.94,114.12,48.0,90.0
342,89.31,114.31,48.06,90.0
343,89.75,114.5,48.13,90.0
344,90.25,114.69,48.13,90.0
345,90.75,114.87,48.13,90.0
346,90.94,115.12,48.13,90.0
347,90.69,115.31,48.19,90.0
348,90.31,115.44,48.19,90.0
349,89.75,115.0,48.25,90.0
350,89.06,114.06,48.31,90.0
